collectioncode,catalognumber,scientificname,longitude,latitude
HUFU*,26181,Cambessedesia hilariana,-48.625,-17.74169921875
HUFU,26983,Cambessedesia hilariana,-47.080278,-20.108611
HUFU*,27777,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,280,Cambessedesia hilariana,-47.439998626709,-19.8652992248535
HUFU,28640,Cambessedesia hilariana,-46.756389,-20.367778
HUFU,28845,Cambessedesia hilariana,-46.653333,-20.434444
HUFU*,292,Cambessedesia hilariana,-47.439998626709,-19.8652992248535
HUFU*,29332,Cambessedesia hilariana,-43.010799407959,-16.872200012207
HUFU,29498,Cambessedesia hilariana,-46.653611,-20.434444
HUFU,29568,Cambessedesia hilariana,-46.653333,-20.434444
HUFU*,30076,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUFU*,30227,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUFU*,30537,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUFU,31059,Cambessedesia hilariana,-46.653333,-20.434444
HUFU*,32329,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU,32843,Cambessedesia hilariana,-46.871111,-20.281111
HUFU*,33716,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU,35699,Cambessedesia hilariana,-46.653333,-20.434444
HUFU*,36831,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,38560,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
HUFU*,39599,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,39600,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,39601,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,39943,Cambessedesia hilariana,-44.0527992248535,-20.3330993652344
HUFU*,40586,Cambessedesia hilariana,-47.1702995300293,-11.5735998153687
HUFU*,41204,Cambessedesia hilariana,-47.9319000244141,-19.7483005523682
HUFU*,42345,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU,43895,Cambessedesia hilariana,-46.265000,-20.630556
HUFU*,4404,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
HUFU,44048,Cambessedesia hilariana,-46.871111,-20.281111
HUFU*,45330,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,45358,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,45393,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,45405,Cambessedesia hilariana,-46.0499992370605,-20.6152992248535
HUFU*,45467,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,45540,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU,46078,Cambessedesia hilariana,-46.331389,-20.612222
HUFU*,46354,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
HUFU*,47716,Cambessedesia hilariana,-46.0499992370605,-20.6152992248535
HUFU*,49346,Cambessedesia hilariana,-46.0499992370605,-20.6152992248535
HUFU*,4951,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,4956,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU,49788,Cambessedesia hilariana,-43.899722,-18.307778
HUFU*,50722,Cambessedesia hilariana,-48.625,-17.74169921875
HUFU*,5077,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUFU*,50922,Cambessedesia hilariana,-44.603099822998,-21.9755992889404
HUFU*,51091,Cambessedesia hilariana,-42.6258010864258,-11.9989004135132
HUFU*,51108,Cambessedesia hilariana,-42.8622016906738,-16.8003005981445
HUFU*,51114,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
HUFU*,51206,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
HUFU*,51233,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
HUFU*,51243,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
HUFU*,51267,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
HUFU*,51320,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
HUFU*,51446,Cambessedesia hilariana,-42.8622016906738,-16.8003005981445
HUFU*,51448,Cambessedesia hilariana,-42.8622016906738,-16.8003005981445
HUFU*,51451,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
HUFU*,51585,Cambessedesia hilariana,-42.8622016906738,-16.8003005981445
HUFU*,51624,Cambessedesia hilariana,-43.010799407959,-16.872200012207
HUFU*,51718,Cambessedesia hilariana,-43.4152984619141,-19.959400177002
HUFU*,52992,Cambessedesia hilariana,-47.7783012390137,-17.6331005096436
HUFU*,53242,Cambessedesia hilariana,-47.7783012390137,-17.6331005096436
HUFU*,53764,Cambessedesia hilariana,-43.547222,-20.485278
HUFU*,53765,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
HUFU*,53766,Cambessedesia hilariana,-43.746944,-18.459444
HUFU*,53768,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
HUFU*,53769,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
HUFU*,53777,Cambessedesia hilariana,-44.0527992248535,-20.3330993652344
HUFU*,53778,Cambessedesia hilariana,-43.483889,-16.483056
HUFU*,55128,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
HUFU*,55129,Cambessedesia hilariana,-43.751944,-18.985556
HUFU*,55130,Cambessedesia hilariana,-43.462500,-20.122500
HUFU,56431,Cambessedesia hilariana,-48.590556,-18.667500
HUFU,58621,Cambessedesia hilariana,-43.622778,-18.183056
HUFU,58633,Cambessedesia hilariana,-43.386111,-18.395556
HUFU,58648,Cambessedesia hilariana,-43.690556,-18.949167
HUFU*,59512,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,59518,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU,59749,Cambessedesia hilariana,-43.629167,-18.210278
HUFU,59779,Cambessedesia hilariana,-48.303611,-18.990556
HUFU,59885,Cambessedesia hilariana,-43.550833,-18.1675
HUFU,60435,Cambessedesia hilariana,-43.553056,-18.093333
HUFU*,61713,Cambessedesia hilariana,-44.2616996765137,-21.1355991363525
HUFU*,62182,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
HUFU,62262,Cambessedesia hilariana,-48.303611,-18.142222
HUFU,62308,Cambessedesia hilariana,-43.6125,-18.144167
HUFU*,62353,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
HUFU,62430,Cambessedesia hilariana,-43.5,-19.166667
HUFU,62440,Cambessedesia hilariana,-43.5,-19.166667
HUFU,62441,Cambessedesia hilariana,-43.5,-19.166667
HUFU*,6245,Cambessedesia hilariana,-43.846667,-18.201111
HUFU*,6259,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
HUFU*,6260,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
HUFU*,6261,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
HUFU*,6262,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
HUFU,62683,Cambessedesia hilariana,-43.366667,-18.633333
HUFU*,62684,Cambessedesia hilariana,-43.731944,-18.380556
HUFU,62711,Cambessedesia hilariana,-43.5,-19.166667
HUFU,62716,Cambessedesia hilariana,-46.87,-18.723056
HUFU,62771,Cambessedesia hilariana,-41.857778,-13.48
HUFU*,62902,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
HUFU,62947,Cambessedesia hilariana,-42.583333,-16.416667
HUFU,62987,Cambessedesia hilariana,-41.574444,-12.614444
HUFU*,6301,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
HUFU*,6304,Cambessedesia hilariana,-43.493056,-20.049167
HUFU*,6311,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
HUFU*,6318,Cambessedesia hilariana,-44.1996994018555,-20.1432991027832
HUFU,63272,Cambessedesia hilariana,-43.569722,-18.145278
HUFU,63426,Cambessedesia hilariana,-47.310556,-20.198889
HUFU*,6347,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
HUFU*,6411,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUFU,64710,Cambessedesia hilariana,-43.346944,-19.893889
HUFU,65392,Cambessedesia hilariana,-48.963889,-15.728889
HUFU,65409,Cambessedesia hilariana,-48.693333,-15.825278
HUFU,66448,Cambessedesia hilariana,-43.603056,-18.217222
HUFU,66552,Cambessedesia hilariana,-48.673611,-15.832778
HUFU,66612,Cambessedesia hilariana,-48.838889,-15.746667
HUFU,66639,Cambessedesia hilariana,-48.872222,-15.279444
HUFU*,67394,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
HUFU*,68259,Cambessedesia hilariana,-46.940601348877,-19.5932998657227
HUFU,68414,Cambessedesia hilariana,-43.821111,-18.958056
HUFU,68533,Cambessedesia hilariana,-42.813056,-15.674167
HUFU*,6857,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUFU*,6901,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUFU*,6918,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUFU,69232,Cambessedesia hilariana,-47.923333,-19.358889
HUFU,69399,Cambessedesia hilariana,-48.881111,-15.779722
HUFU*,69498,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
HUFU*,6954,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUFU*,7040,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUFU,70520,Cambessedesia hilariana,-43.896667,-18.305
HUFU,71428,Cambessedesia hilariana,-43.706944,-19.066111
HUFU,72185,Cambessedesia hilariana,-47.3175,-20.207778
HUFU,72467,Cambessedesia hilariana,-44.192222,-17.708611
HUFU,72484,Cambessedesia hilariana,-44.272778,-17.699722
HUFU*,72951,Cambessedesia hilariana,-43.4075012207031,-20.0746994018555
HUFU*,73917,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
HUFU,73925,Cambessedesia hilariana,-43.693056,-20.489722
HUFU*,73926,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
HUFU*,73964,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
HUFU*,7406,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUFU,74164,Cambessedesia hilariana,-43.696389,-20.488889
HUFU,74204,Cambessedesia hilariana,-43.648333,-20.504167
HUFU,75468,Cambessedesia hilariana,-43.3125,-18.232222
HUFU,76006,Cambessedesia hilariana,-46.87,-18.723056
HUFU,76012,Cambessedesia hilariana,-43.391389,-19.045
HUFU,76876,Cambessedesia hilariana,-44.723333,-21.288611
HUFU,76921,Cambessedesia hilariana,-44.974167,-21.331944
HUFU,76923,Cambessedesia hilariana,-44.740278,-21.399167
HUFU,76924,Cambessedesia hilariana,-44.655833,-21.316111
HUFU,76925,Cambessedesia hilariana,-44.644722,-21.308056
HUFU,77457,Cambessedesia hilariana,-43.475,-19.491667
HUFU,78334,Cambessedesia hilariana,-43.783889,-17.915278
HUFU,78744,Cambessedesia hilariana,-43.7375,-18.291944
HUFU,79848,Cambessedesia hilariana,-43.881667,-18.309722
HUFU,79862,Cambessedesia hilariana,-41.780833,-13.109167
HUFU,80342,Cambessedesia hilariana,-43.541389,-16.991667
HUFU,80348,Cambessedesia hilariana,-43.3425,-17.183333
HUFU*,9893,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
UFG*,16745,Cambessedesia hilariana,-48.9592018127441,-15.852499961853
UFG,42374,Cambessedesia hilariana,-48.822222,-15.806389
SP*,103510,Cambessedesia hilariana,-46.3694000244141,-14.0930995941162
SP*,103525,Cambessedesia hilariana,-47.6136016845703,-16.7686004638672
SP*,103574,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
SP*,142759,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,142762,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,142782,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,142806,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,143053,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,143637,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,144455,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,144458,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,144465,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,144471,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,144474,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,144477,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,144479,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,144480,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,144482,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,286337,Cambessedesia hilariana,-50.685278,-21.371944
SP*,269994,Cambessedesia hilariana,-46.9914016723633,-20.9169006347656
SP,239725,Cambessedesia hilariana,-47.898611,-15.965
SP*,162936,Cambessedesia hilariana,-43.4152984619141,-19.959400177002
SP*,180081,Cambessedesia hilariana,-43.6557998657227,-18.4456005096436
SP*,219511,Cambessedesia hilariana,-44.9099998474121,-11.7461004257202
SP,195247,Cambessedesia hilariana,-43.9,-18.916667
SP,195254,Cambessedesia hilariana,-43.9,-18.916667
SP,195260,Cambessedesia hilariana,-43.733333,-18.766667
SP*,195262,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
SP,195263,Cambessedesia hilariana,-43.816667,-18.833333
SP*,195271,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
SP*,316454,Cambessedesia hilariana,-47.310833,-20.148611
SP*,301769,Cambessedesia hilariana,-50.685278,-21.371944
SP*,301770,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
SP*,314941,Cambessedesia hilariana,-43.793098449707,-21.8425006866455
SP*,342599,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
SP,346941,Cambessedesia hilariana,-41.783333,-13.25
SP*,59072,Cambessedesia hilariana,-47.8899993896484,-22.0100002288818
SP*,64082,Cambessedesia hilariana,-47.8899993896484,-22.0100002288818
SP*,78283,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
UEC*,155070,Cambessedesia hilariana,-48.978889,-15.933056
UEC*,100194,Cambessedesia hilariana,-47.4700012207031,-20.25
UEC,101669,Cambessedesia hilariana,-43.5,-19.166667
UEC,101670,Cambessedesia hilariana,-43.5,-19.166667
UEC,101671,Cambessedesia hilariana,-43.5,-19.166667
UEC*,101720,Cambessedesia hilariana,-43.7407989501953,-18.4543991088867
UEC,101915,Cambessedesia hilariana,-42.583333,-16.416667
UEC,101962,Cambessedesia hilariana,-43.5,-19.166667
UEC*,10298,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
UEC*,10299,Cambessedesia hilariana,-44.178333,-17.808611
UEC*,10303,Cambessedesia hilariana,-46.826111,-18.776667
UEC*,10305,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
UEC*,10307,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
UEC*,10309,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
UEC*,10310,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
UEC*,10312,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
UEC*,104290,Cambessedesia hilariana,-47.4700012207031,-20.25
UEC*,105030,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
UEC,105095,Cambessedesia hilariana,-42.916667,-16.6
UEC,105096,Cambessedesia hilariana,-42.916667,-16.6
UEC,105100,Cambessedesia hilariana,-42.916667,-16.6
UEC*,105572,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
UEC*,105673,Cambessedesia hilariana,-47.6136016845703,-16.7686004638672
UEC*,106550,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
UEC*,10839,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
UEC,110823,Cambessedesia hilariana,-43.708333,-19.030556
UEC,112166,Cambessedesia hilariana,-45.983889,-15.328333
UEC*,114535,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
UEC,121066,Cambessedesia hilariana,-46.369722,-13.961667
UEC,121810,Cambessedesia hilariana,-41.574444,-12.614167
UEC,122413,Cambessedesia hilariana,-43.3,-16.6
UEC,124200,Cambessedesia hilariana,-46.974722,-23.004722
UEC*,124463,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
UEC*,125056,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
UEC,136733,Cambessedesia hilariana,-47.273056,-20.164444
UEC,136734,Cambessedesia hilariana,-47.273056,-20.164444
UEC,136800,Cambessedesia hilariana,-41.783333,-13.25
UEC,137901,Cambessedesia hilariana,-43.720889,-20.483389
UEC*,138827,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
UEC,138828,Cambessedesia hilariana,-44.316667,-17.701111
UEC,143312,Cambessedesia hilariana,-43.709167,-18.798056
UEC,143399,Cambessedesia hilariana,-42.916667,-16.533333
UEC,145998,Cambessedesia hilariana,-41.370833,-13.059722
UEC,147290,Cambessedesia hilariana,-44.158056,-17.693056
UEC,147328,Cambessedesia hilariana,-44.158056,-17.693056
UEC,147329,Cambessedesia hilariana,-44.158056,-17.693056
UEC,149169,Cambessedesia hilariana,-46.291944,-20.603611
UEC*,149758,Cambessedesia hilariana,-46.0499992370605,-20.6152992248535
UEC*,155069,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
UEC,154900,Cambessedesia hilariana,-42.962639,-16.605056
UEC,154904,Cambessedesia hilariana,-41.886389,-13.060833
UEC,154997,Cambessedesia hilariana,-43.958611,-20.268889
UEC*,154998,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
UEC*,155003,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
UEC,155004,Cambessedesia hilariana,-43.451389,-18.462778
UEC*,155061,Cambessedesia hilariana,-43.620556,-18.155000
UEC,155062,Cambessedesia hilariana,-43.483333,-18.45
UEC*,155066,Cambessedesia hilariana,-41.7728004455566,-13.1519002914429
UEC*,155067,Cambessedesia hilariana,-43.379722,-19.402222
UEC*,156268,Cambessedesia hilariana,-47.6136016845703,-16.7686004638672
UEC,157391,Cambessedesia hilariana,-47.146667,-11.141
UEC,160601,Cambessedesia hilariana,-41.3225,-10.403056
UEC*,161136,Cambessedesia hilariana,-46.5055999755859,-20.6413993835449
UEC*,161919,Cambessedesia hilariana,-48.625,-17.74169921875
UEC,164496,Cambessedesia hilariana,-44.158056,-17.693056
UEC,164498,Cambessedesia hilariana,-44.158056,-17.693056
UEC,164505,Cambessedesia hilariana,-44.158056,-17.693056
UEC,164506,Cambessedesia hilariana,-44.158056,-17.693056
UEC,164507,Cambessedesia hilariana,-44.158056,-17.693056
UEC,164508,Cambessedesia hilariana,-44.158056,-17.693056
UEC,165917,Cambessedesia hilariana,-44.324236,-16.825967
UEC,169304,Cambessedesia hilariana,-44.191139,-18.4675
UEC,169360,Cambessedesia hilariana,-44.1595,-19.194528
UEC,169392,Cambessedesia hilariana,-43.87775,-18.307583
UEC,169556,Cambessedesia hilariana,-43.54775,-19.075056
UEC,170258,Cambessedesia hilariana,-43.968944,-18.3995
UEC,170572,Cambessedesia hilariana,-43.54775,-14.717222
UEC,170576,Cambessedesia hilariana,-43.54775,-14.717222
UEC*,171600,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
UEC,172069,Cambessedesia hilariana,-47.788889,-17.411389
UEC,174343,Cambessedesia hilariana,-38.983333,-15.666667
UEC*,175628,Cambessedesia hilariana,-41.1561012268066,-11.5500001907349
UEC*,175686,Cambessedesia hilariana,-43.8466987609863,-19.9855995178223
UEC,175983,Cambessedesia hilariana,-49.259722,-24.270556
UEC*,176077,Cambessedesia hilariana,-43.3793983459473,-18.604700088501
UEC,176183,Cambessedesia hilariana,-43.453472,-18.471944
UEC,176227,Cambessedesia hilariana,-43.559944,-18.927222
UEC,176651,Cambessedesia hilariana,-43.481389,-18.468194
UEC,177372,Cambessedesia hilariana,-45.5,-13.533333
UEC,177636,Cambessedesia hilariana,-43.559944,-18.097167
UEC,179168,Cambessedesia hilariana,-47.875833,-15.950833
UEC,180275,Cambessedesia hilariana,-45.757778,-18.079444
UEC,187654,Cambessedesia hilariana,-44.143233,-20.293172
UEC,187689,Cambessedesia hilariana,-43.835681,-20.703428
UEC,187751,Cambessedesia hilariana,-49.651728,-24.210183
UEC,192536,Cambessedesia hilariana,-42.957222,-16.586944
UEC,195907,Cambessedesia hilariana,-43.450611,-18.461806
UEC,196567,Cambessedesia hilariana,-43.569444,-17.45825
UEC,201904,Cambessedesia hilariana,-43.69075,-20.087167
UEC*,23108,Cambessedesia hilariana,-44.999698638916,-21.2453002929688
UEC,27729,Cambessedesia hilariana,-43.9,-18.916667
UEC,27765,Cambessedesia hilariana,-43.9,-18.916667
UEC*,27792,Cambessedesia hilariana,-42.848333,-16.591944
UEC*,27854,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
UEC*,27937,Cambessedesia hilariana,-42.896667,-16.586389
UEC*,29940,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
UEC*,32197,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
UEC*,34202,Cambessedesia hilariana,-44.8711013793945,-21.3169002532959
UEC,36863,Cambessedesia hilariana,-41.2,-11.583333
UEC*,39210,Cambessedesia hilariana,-43.7407989501953,-18.4543991088867
UEC*,39291,Cambessedesia hilariana,-43.7407989501953,-18.4543991088867
UEC*,39957,Cambessedesia hilariana,-44.000833,-18.276944
UEC*,39994,Cambessedesia hilariana,-44.000833,-18.276944
UEC*,40381,Cambessedesia hilariana,-43.793098449707,-21.8425006866455
UEC,43614,Cambessedesia hilariana,-42.986083,-16.603333
UEC,43619,Cambessedesia hilariana,-42.986083,-16.603333
UEC,43620,Cambessedesia hilariana,-42.883333,-16.583333
UEC,45541,Cambessedesia hilariana,-42.916667,-16.6
UEC*,45892,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
UEC*,47758,Cambessedesia hilariana,-48.9592018127441,-15.852499961853
UEC*,49509,Cambessedesia hilariana,-48.943889,-15.933611
UEC*,50959,Cambessedesia hilariana,-47.8199996948242,-22.25
UEC,52180,Cambessedesia hilariana,-46.496389,-19.580833
UEC*,60433,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
UEC*,62239,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
UEC,66410,Cambessedesia hilariana,-43.800556,-18.935833
UEC*,66876,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
UEC,66883,Cambessedesia hilariana,-43.688333,-19.827222
UEC*,93456,Cambessedesia hilariana,-47.6136016845703,-16.7686004638672
UEC*,94444,Cambessedesia hilariana,-40.5182991027832,-11.1806001663208
UEC*,,Cambessedesia hilariana,-46.3657989501953,-20.2453002929688
HUCS*,4681,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
SPF,100321,Cambessedesia hilariana,-43.666667,-18.25
SPF*,110928,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
SPF*,122997,Cambessedesia hilariana,-41.3899993896484,-12.563099861145
SPF*,127024,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
SPF,132321,Cambessedesia hilariana,-41.889722,-13.389444
SPF*,135845,Cambessedesia hilariana,-41.8114013671875,-13.5789003372192
SPF*,189767,Cambessedesia hilariana,-43.586111,-19.374722
SPF*,168897,Cambessedesia hilariana,-47.8199996948242,-22.25
SPF*,191613,Cambessedesia hilariana,-46.8539009094238,-20.343900680542
SPF,207678,Cambessedesia hilariana,-41.9,-13.533333
SPF,209627,Cambessedesia hilariana,-43.737325,-19.048652
SPF*,22324,Cambessedesia hilariana,-43.3210983276367,-19.414400100708
SPF*,22682,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
SPF*,22788,Cambessedesia hilariana,-44.614167,-17.514722
SPF,23508,Cambessedesia hilariana,-43.483333,-18.45
SPF,23567,Cambessedesia hilariana,-43.716667,-18.15
SPF,30106,Cambessedesia hilariana,-42.883333,-16.583333
SPF*,35896,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
SPF*,36047,Cambessedesia hilariana,-43.319444,-16.521389
SPF*,37161,Cambessedesia hilariana,-41.7728004455566,-13.1519002914429
SPF*,37543,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
SPF*,39464,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
SPF*,40092,Cambessedesia hilariana,-43.759722,-18.504167
SPF*,41022,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
SPF*,41593,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
SPF*,41963,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
SPF*,42769,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
SPF*,42899,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
SPF*,43017,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
SPF,43336,Cambessedesia hilariana,-43.766667,-18.866667
SPF*,47227,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
SPF*,47269,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
SPF*,47340,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
SPF*,47559,Cambessedesia hilariana,-43.4152984619141,-19.959400177002
SPF,60684,Cambessedesia hilariana,-44.3,-17.7
SPF,62255,Cambessedesia hilariana,-41.866667,-13.466667
SPF,65837,Cambessedesia hilariana,-42.916667,-16.533333
SPF,67467,Cambessedesia hilariana,-42.916667,-16.6
SPF*,68073,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
SPF,68339,Cambessedesia hilariana,-43.833333,-17
SPF,69398,Cambessedesia hilariana,-42.916667,-16.6
SPF*,70610,Cambessedesia hilariana,-43.7407989501953,-18.4543991088867
SPF,73947,Cambessedesia hilariana,-43.583333,-19.333333
SPF,77293,Cambessedesia hilariana,-43.683333,-20.466667
SPF,77384,Cambessedesia hilariana,-43.816667,-18.283333
SPF*,80036,Cambessedesia hilariana,-42.5903015136719,-17.218599319458
SPF*,81960,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
SPF,88618,Cambessedesia hilariana,-41.916667,-13.1
SPF,90166,Cambessedesia hilariana,-41.9,-13.25
SPF*,95629,Cambessedesia hilariana,-41.8114013671875,-13.5789003372192
MOBOT*,100384108,Cambessedesia hilariana,-47.613056,-17.043056
MOBOT*,100384956,Cambessedesia hilariana,-43.441111,-18.223056
MOBOT*,100384965,Cambessedesia hilariana,-46.776944,-18.831389
MOBOT*,100385100,Cambessedesia hilariana,-43.381944,-18.214722
MOBOT*,100385106,Cambessedesia hilariana,-43.741389,-18.018056
MOBOT*,100385109,Cambessedesia hilariana,-43.744444,-18.056389
MOBOT*,100635356,Cambessedesia hilariana,-43.998056,-18.596667
MOBOT*,100385116,Cambessedesia hilariana,-43.774444,-18.279167
MOBOT*,100385121,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
MOBOT*,100385129,Cambessedesia hilariana,-47.813611,-13.796111
MOBOT*,100385137,Cambessedesia hilariana,-47.612500,-16.748333
MOBOT*,100972226,Cambessedesia hilariana,-43.496389,-20.441667
MOBOT,3210734,Cambessedesia hilariana,-41.9,-13.25
MOBOT,3211989,Cambessedesia hilariana,-41.78333,-13.25
MOBOT*,3300444,Cambessedesia hilariana,-43.386111,-19.184167
MOBOT,3393650,Cambessedesia hilariana,-43.75,-19.91666
MOBOT*,3470002,Cambessedesia hilariana,-44.179722,-17.753889
CESJ*,33652,Cambessedesia hilariana,-43.793098449707,-21.8425006866455
CESJ*,33708,Cambessedesia hilariana,-43.793098449707,-21.8425006866455
CESJ*,36642,Cambessedesia hilariana,-43.793098449707,-21.8425006866455
CESJ,60810,Cambessedesia hilariana,-44.085,-21.885833
HCF*,5105,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
