collectioncode,catalognumber,scientificname,longitude,latitude
UPCB*,56131,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
UPCB,68189,Cambessedesia hilariana,-49.07,-24.062222
UPCB*,72416,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
UPCB*,18247,Cambessedesia hilariana,-42.8897018432617,-16.5594005584717
UPCB,84321,Cambessedesia hilariana,-43.52648,-19.257025
UPCB,84407,Cambessedesia hilariana,-44.7,-21.283
UPCB,88388,Cambessedesia hilariana,-44.677843,-22.056549
UPCB*,91983,Cambessedesia hilariana,-43.8278007507324,-22.0891990661621
UPCB*,93756,Cambessedesia hilariana,-39.0147018432617,-14.103099822998
ALCB*,049036,Cambessedesia hilariana,-45.3438987731934,-9.83166980743408
ALCB,67349,Cambessedesia hilariana,-46.663056,-11.636944
ALCB,120831,Cambessedesia hilariana,-41.18,-11.558889
ALCB,122589,Cambessedesia hilariana,-42.551111,-14.695
ALCB,122592,Cambessedesia hilariana,-42.557222,-14.554444
ALCB,127740,Cambessedesia hilariana,-41.836667,-14.215278
ALCB,54860,Cambessedesia hilariana,-44.796111,-14.263611
ALCB,131508,Cambessedesia hilariana,-41.855556,-13.096944
ALCB,80812,Cambessedesia hilariana,-41.160556,-13.315556
RECOLNAT_MNHN_P*,P05316627,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
CVRD,11616,Cambessedesia hilariana,-39.295278,-17.845556
HST*,10362,Cambessedesia hilariana,-44.9733009338379,-12.3633003234863
NYBG,1523261,Cambessedesia hilariana ,-43.6003,-18.2494
MBM*,113411,Cambessedesia hilariana,-43.562198638916,-18.6144008636475
UB,6057,Cambessedesia hilariana,-47.666667,-16.75
BAH*,7245,Cambessedesia hilariana,-39.446389,-17.447222
FLOR*,23365,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
FLOR*,23362,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
SP,315358,Cambessedesia hilariana,-48.616667,-17.733333
VIC,30568,Cambessedesia hilariana,-43.649167,-20.503333
BHCB,162337,Cambessedesia hilariana,-46.867694,-18.725778
BHCB,5442,Cambessedesia hilariana,-43.6295,-20.5025
CESJ*,8567,Cambessedesia hilariana,-43.793098449707,-21.8425006866455
MBM,415675,Cambessedesia hilariana,-43.584167,-19.246667
MBM,421338,Cambessedesia hilariana,-43.414444,-20.225278
UB,10098,Cambessedesia hilariana,-46.495,-10.583056
UB*,149366,Cambessedesia hilariana,-44.1721992492676,-17.7574996948242
UB,180205,Cambessedesia hilariana,-43.527222,-20.463056
UB,19481,Cambessedesia hilariana,-46.416667,-10.583333
UB,19487,Cambessedesia hilariana,-43.378889,-18.263611
UB,195229,Cambessedesia hilariana,-47.699056,-16.738278
UB,19539,Cambessedesia hilariana,-43.583333,-19.3
UB*,19581,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
UB*,19582,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
UB,19586,Cambessedesia hilariana,-47.433333,-14.033333
UB*,19592,Cambessedesia hilariana,-48.113333,-16.025556
UB,19593,Cambessedesia hilariana,-48.133333,-15.6
UB,198862,Cambessedesia hilariana,-46.16839,-13.35652
UB,201949,Cambessedesia hilariana,-43.555833,-18.280833
UB,209442,Cambessedesia hilariana,-47.371667,-13.906111
UB,215155,Cambessedesia hilariana,-46.289667,-13.61225
UB,3352,Cambessedesia hilariana,-47.65,-13.766667
UB*,4999,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
UB*,9209,Cambessedesia hilariana,-47.825278,-14.036667
UB,,Cambessedesia hilariana,-46.701389,-20.166667
UB,,Cambessedesia hilariana,-47.763806,-14.135556
UB*,,Cambessedesia hilariana,-47.5099983215332,-14.1324996948242
UB,,Cambessedesia hilariana,-44.261389,-17.6975
BAH,8711,Cambessedesia hilariana,-39.3719,-17.8919
HPL*,10461,Cambessedesia hilariana,-43.881667,-21.702500
HPL,1599,Cambessedesia hilariana,-43.6003,-18.2494
HPL,5066,Cambessedesia hilariana,-43.6003,-18.2494
HPL,5070,Cambessedesia hilariana,-43.4075,-20.0747
BHZB,5260,Cambessedesia hilariana,-43.8466987609863,-19.9855995178223
BHZB,2391,Cambessedesia hilariana,-43.4075012207031,-20.0746994018555
BHZB*,11198,Cambessedesia hilariana,-43.401111,-19.042778
BHZB*,12544,Cambessedesia hilariana,-42.8622016906738,-16.8003005981445
BHZB*,2545,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
BHZB*,379,Cambessedesia hilariana,-44.0527992248535,-20.3330993652344
HPUC-MG*,ANG1054,Cambessedesia hilariana,-43.937801361084,-19.9207992553711
HPUC-MG,ANG3529,Cambessedesia hilariana,-43.433333,-20.198611
SORO*,7877,Cambessedesia hilariana,-43.3793983459473,-18.604700088501
SORO*,7878,Cambessedesia hilariana,-43.4152984619141,-19.959400177002
FCAB*,3724,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
HUNEB*,9578,Cambessedesia hilariana,-41.003611,-11.627778
CEN*,53857,Cambessedesia hilariana,-48.9592018127441,-15.852499961853
CEN*,41784,Cambessedesia hilariana,-44.5344009399414,-14.1838998794556
CEN*,8780,Cambessedesia hilariana,-47.4583015441895,-13.7974996566772
UNOP*,7623,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
UNOP*,7661,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
UNOP*,7667,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
UNOP*,7569,Cambessedesia hilariana,-46.874698638916,-17.2222003936768
UNOP*,7660,Cambessedesia hilariana,-43.8577995300293,-20.4997005462646
UNOP*,7662,Cambessedesia hilariana,-43.497222,-18.483333
E*,196622,Cambessedesia hilariana,-43.492778,-18.580000
HUSC,8910,Cambessedesia hilariana,-44.267222,-17.698333
ESA,74629,Cambessedesia hilariana,-41.163333,-11.597500
ESA*,17087,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
ESA*,12667,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
ESA*,7203,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
ESA*,18720,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
ESA*,140367,Cambessedesia hilariana,-47.8199996948242,-22.25
ESA*,129658,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
ESA*,113487,Cambessedesia hilariana,-48.7757987976074,-15.7944002151489
ESA*,137827,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
ESA*,11147,Cambessedesia hilariana,-47.8199996948242,-22.25
ESA*,18978,Cambessedesia hilariana,-44.6577987670898,-21.2980995178223
ESA*,7214,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
RFA,5069,Cambessedesia hilariana,-43.937801361084,-19.9207992553711
RFA*,6266,Cambessedesia hilariana,-47.805833,-15.675278
HDJF,315,Cambessedesia hilariana,-43.590278,-18.201944
OUPR*,6092,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
OUPR*,1292,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,13892,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
OUPR*,15970,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,16491,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,17102,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,17326,Cambessedesia hilariana,-43.4160995483398,-20.377799987793
OUPR*,20202,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,20382,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
OUPR*,20467,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,20496,Cambessedesia hilariana,-43.801399230957,-20.2532997131348
OUPR*,21333,Cambessedesia hilariana,-43.4160995483398,-20.377799987793
OUPR*,21553,Cambessedesia hilariana,-43.4160995483398,-20.377799987793
OUPR*,22473,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
OUPR*,2319,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,23366,Cambessedesia hilariana,-43.4160995483398,-20.377799987793
OUPR*,25943,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR,25958,Cambessedesia hilariana,-43.520556,-20.363889
OUPR,25976,Cambessedesia hilariana,-43.517,-20.365056
OUPR*,26569,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR,26955,Cambessedesia hilariana,-43.3475,-18.123889
OUPR*,27803,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR,30315,Cambessedesia hilariana,-44.451944,-19.364444
OUPR,32309,Cambessedesia hilariana,-43.503267,-20.362889
OUPR*,41,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
HUEG*,6990,Cambessedesia hilariana,-48.9592018127441,-15.852499961853
HUEG*,6118,Cambessedesia hilariana,-48.9592018127441,-15.852499961853
HUEG*,1890,Cambessedesia hilariana,-48.2771987915039,-18.9186000823975
HUEG*,976,Cambessedesia hilariana,-48.9592018127441,-15.852499961853
BMA*,373,Cambessedesia hilariana,-43.6730995178223,-17.0139007568359
CRI,2968,Cambessedesia hilariana,-43.600556,-18.25
HRCB*,63082,Cambessedesia hilariana,-46.514167,-10.466389
FUNED-POL,4478,Cambessedesia hilariana,-44.628889,-14.935833
FUNED-POL*,4843,Cambessedesia hilariana,-43.4160995483398,-20.377799987793
FUNED-POL,4029,Cambessedesia hilariana,-43.361944,-19.826111
FLOR*,23364,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
FLOR*,23369,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
OUPR*,6085,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,6086,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,6088,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,6089,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,6090,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
OUPR*,6090,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,6093,Cambessedesia hilariana,-43.4160995483398,-20.377799987793
OUPR*,6094,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,6095,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,7844,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,9339,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
OUPR*,9347,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
HUEG*,973,Cambessedesia hilariana,-48.9592018127441,-15.852499961853
HUEG*,6119,Cambessedesia hilariana,-48.9592018127441,-15.852499961853
FLOR,6692,Cambessedesia hilariana,-49.4636001586914,-24.1128005981445
FURB,41227,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
SPSF,41524,Cambessedesia hilariana,-48.8699989318848,-23.9799995422363
SPSF,53316,Cambessedesia hilariana,-49.218333,-24.299722
SPSF,53321,Cambessedesia hilariana,-49.200556,-24.296389
VIC*,20399,Cambessedesia hilariana,-43.4152984619141,-19.959400177002
VIC*,26417,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
VIC*,29629,Cambessedesia hilariana,-46.874698638916,-17.2222003936768
VIC,33600,Cambessedesia hilariana,-43.514167,-20.472222
VIC*,5522,Cambessedesia hilariana,-42.831389,-21.359722
VIC*,7808,Cambessedesia hilariana,-43.8897018432617,-19.6271991729736
VIC*,7909,Cambessedesia hilariana,-43.8897018432617,-19.6271991729736
VIC*,8252,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
VIC*,9333,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
HUEFS,203896,Cambessedesia hilariana,-41.532222,-12.768889
HUEFS*,169474,Cambessedesia hilariana,-41.3708000183105,-13.0052995681763
HUEFS,169392,Cambessedesia hilariana,-46.041667,-11.621667
IPA*,2141,Cambessedesia hilariana,-43.660000,-19.223056
IPA*,29586,Cambessedesia hilariana,-36.3711013793945,-8.14583015441895
IPA*,30668,Cambessedesia hilariana,-41.766389,-12.397778
IPA,59808,Cambessedesia hilariana,-36.392222,-8.2075
IPA*,59809,Cambessedesia hilariana,-36.3711013793945,-8.14583015441895
IPA,81927,Cambessedesia hilariana,-41.479444,-13.476667
ESAL*,25185,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
ESAL*,31845,Cambessedesia hilariana,-45.440601348877,-21.1893997192383
FMM,1780,Cambessedesia hilariana,-47.856125,-15.907056
FMM,1779,Cambessedesia hilariana,-47.856125,-15.907056
FMM,1115,Cambessedesia hilariana,-47.856072,-15.881178
FMM,1114,Cambessedesia hilariana,-47.856072,-15.881178
FMM,1116,Cambessedesia hilariana,-47.856072,-15.881178
IAC,14134,Cambessedesia hilariana,-43.5081,-20.2875
MAC,15520,Cambessedesia hilariana,-46.356667,-14.111111
MAC,21839,Cambessedesia hilariana,-45.317772,-11.070706
MAC,26586,Cambessedesia hilariana,-45.635781,-12.603322
HEPH,15101,Cambessedesia hilariana,-45.885556,-15.311944
HEPH,15119,Cambessedesia hilariana,-45.914444,-15.403333
HEPH*,17173,Cambessedesia hilariana,-41.2846984863281,-13.4105997085571
HEPH*,18832,Cambessedesia hilariana,-46.105598449707,-15.9168996810913
HEPH,18878,Cambessedesia hilariana,-46.455556,-15.955556
HEPH*,20090,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
HEPH,21327,Cambessedesia hilariana,-47.85,-15.866667
HEPH,21752,Cambessedesia hilariana,-47.85,-15.866667
HEPH,29096,Cambessedesia hilariana,-47.686111,-16.732222
HEPH*,30350,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
HEPH,31057,Cambessedesia hilariana,-47.683333,-16.726667
HEPH*,32179,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
HEPH,33469,Cambessedesia hilariana,-48.940833,-15.718333
HEPH,33554,Cambessedesia hilariana,-48.942222,-15.7175
HEPH,33689,Cambessedesia hilariana,-48.939444,-15.717222
HEPH,34315,Cambessedesia hilariana,-48.926667,-15.711667
HEPH,34542,Cambessedesia hilariana,-43.4375,-19.0625
HEPH*,6087,Cambessedesia hilariana,-47.9296989440918,-15.7797002792358
FUEL*,23121,Cambessedesia hilariana,-47.3699989318848,-21.0200004577637
FUEL*,35472,Cambessedesia hilariana,-43.8466987609863,-19.9855995178223
IAN*,90557,Cambessedesia hilariana,-43.5080986022949,-20.2875003814697
HVASF,1519,Cambessedesia hilariana,-36.408694,-8.196944
HUFU*,53767,Cambessedesia hilariana,-43.468056,-19.944722
HUFU,77466,Cambessedesia hilariana,-44.653333,-21.308056
HUFU*,77795,Cambessedesia hilariana,-47.9319000244141,-19.7483005523682
HUFU,77965,Cambessedesia hilariana,-47.51,-14.156389
HUFU,77991,Cambessedesia hilariana,-46.87,-18.723056
HUFU,78797,Cambessedesia hilariana,-43.754444,-18.292222
HUFU,78841,Cambessedesia hilariana,-43.713333,-18.273056
HUFU,79208,Cambessedesia hilariana,-43.713333,-18.273056
HUFU,79372,Cambessedesia hilariana,-43.7375,-18.291944
HUFU,79402,Cambessedesia hilariana,-43.754444,-18.292222
HUFU*,73280,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
HUFU*,73283,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
UFG*,17723,Cambessedesia hilariana,-48.9592018127441,-15.852499961853
UFG,26574,Cambessedesia hilariana,-46.75,-10.55
SP*,144483,Cambessedesia hilariana,-43.7449989318848,-19.513599395752
SP*,188986,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
SP*,204667,Cambessedesia hilariana,-43.7407989501953,-18.4543991088867
SP*,215090,Cambessedesia hilariana,-43.906389,-21.700833
SP*,221663,Cambessedesia hilariana,-43.105278, -18.113889
SP*,224697,Cambessedesia hilariana,-42.4749984741211,-14.0693998336792
SP*,258643,Cambessedesia hilariana,-47.8199996948242,-22.25
SP*,262963,Cambessedesia hilariana,-46.535833,-20.448056
SP*,263678,Cambessedesia hilariana,-43.7144012451172,-19.1688995361328
SP*,269856,Cambessedesia hilariana,-43.896667,-21.720556
SP,269861,Cambessedesia hilariana,-43.881111,-21.666944
SP*,275549,Cambessedesia hilariana,-43.667500,-19.213889
SP*,276699,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
SP*,276701,Cambessedesia hilariana,-43.6002998352051,-18.2493991851807
SP*,286336,Cambessedesia hilariana,-50.653333,-21.356667
SP*,301767,Cambessedesia hilariana,-47.3699989318848,-21.0200004577637
SP*,329145,Cambessedesia hilariana,-44.1911010742188,-21.9472007751465
SP*,329158,Cambessedesia hilariana,-44.065601348877,-20.6707992553711
SP*,329159,Cambessedesia hilariana,-43.852222,-18.878056
SP*,329160,Cambessedesia hilariana,-44.065601348877,-20.6707992553711
SP*,329161,Cambessedesia hilariana,-43.937198638916,-21.8607997894287
SP*,329169,Cambessedesia hilariana,-43.895833,-19.941667
SP*,329173,Cambessedesia hilariana,-44.065601348877,-20.6707992553711
SP,337305,Cambessedesia hilariana,-43.638333,-18.560556
BHCB,107488,Cambessedesia hilariana,-43.948333,-20.292500
BHCB,120977,Cambessedesia hilariana,-43.632361,-17.774667
BHCB,122415,Cambessedesia hilariana,-44.233889,-20.735278
BHCB,122530,Cambessedesia hilariana,-43.482778,-20.422222
BHCB*,12327,Cambessedesia hilariana,-43.4152984619141,-19.959400177002
BHCB*,12438,Cambessedesia hilariana,-43.6918983459473,-20.5207996368408
BHCB*,12852,Cambessedesia hilariana,-44.6577987670898,-21.2980995178223
BHCB,133471,Cambessedesia hilariana,-44.340972,-21.188889
BHCB,133497,Cambessedesia hilariana,-43.713889,-21.033611
BHCB,139799,Cambessedesia hilariana,-43.94,-20.324444
BHCB*,14325,Cambessedesia hilariana,-44.0527992248535,-20.3330993652344
BHCB,144895,Cambessedesia hilariana,-43.368636,-19.889944
BHCB,149128,Cambessedesia hilariana,-49.680519,-20.042864
BHCB,156278,Cambessedesia hilariana,-43.431667,-18.907222
BHCB,156880,Cambessedesia hilariana,-43.956028,-20.28695
BHCB,158829,Cambessedesia hilariana,-43.712583,-20.493
BHCB,158862,Cambessedesia hilariana,-46.601833,-20.193528
BHCB,158899,Cambessedesia hilariana,-43.684361,-19.822111
BHCB,159671,Cambessedesia hilariana,-43.972747,-20.136319
BHCB,162250,Cambessedesia hilariana,-48.824472,-15.745889
BHCB*,162529,Cambessedesia hilariana,-49.3400001525879,-24.1100006103516
BHCB,163249,Cambessedesia hilariana,-43.356944,-19.676389
BHCB,163250,Cambessedesia hilariana,-43.391944,-19.005
BHCB,165780,Cambessedesia hilariana,-43.960556,-20.09
BHCB,166061,Cambessedesia hilariana,-43.918889,-20.441111
BHCB,166209,Cambessedesia hilariana,-43.488056,-20.299722
BHCB,167400,Cambessedesia hilariana,-43.419167,-20.313889
BHCB,167419,Cambessedesia hilariana,-43.419167,-20.313889
BHCB,167454,Cambessedesia hilariana,-43.448333,-19.882222
BHCB,167665,Cambessedesia hilariana,-43.5775,-20.018333
BHCB,167686,Cambessedesia hilariana,-43.8875,-19.9475
BHCB,167771,Cambessedesia hilariana,-43.901389,-20.099444
BHCB,168371,Cambessedesia hilariana,-43.414444,-20.3525
BHCB,176842,Cambessedesia hilariana,-43.436667,-20.153611
BHCB,176926,Cambessedesia hilariana,-43.824167,-20.175
BHCB,176961,Cambessedesia hilariana,-43.905833,-20.445833
BHCB,177234,Cambessedesia hilariana,-43.905833,-20.445833
BHCB,179695,Cambessedesia hilariana,-42.712222,-16.0075
BHCB,182845,Cambessedesia hilariana,-43.021667,-15.19
BHCB,185352,Cambessedesia hilariana,-43.863611,-20.264722
BHCB,186333,Cambessedesia hilariana,-42.751111,-16.073889
BHCB,186390,Cambessedesia hilariana,-43.017778,-15.083889
BHCB,186794,Cambessedesia hilariana,-43.271667,-19.4175
BHCB,188018,Cambessedesia hilariana,-43.806525,-19.818367
BHCB,188566,Cambessedesia hilariana,-43.527778,-20.239722
BHCB,189817,Cambessedesia hilariana,-43.316389,-19.374722
BHCB,190529,Cambessedesia hilariana,-43.401333,-20.318694
BHCB,194307,Cambessedesia hilariana,-43.003056,-14.972778
BHCB,194319,Cambessedesia hilariana,-43.003056,-14.972778
BHCB,195852,Cambessedesia hilariana,-43.414444,-20.113889
BHCB,195972,Cambessedesia hilariana,-43.958611,-20.33
BHCB,195981,Cambessedesia hilariana,-43.957778,-20.283333
BHCB,197206,Cambessedesia hilariana,-43.496472,-20.147694
BHCB,197631,Cambessedesia hilariana,-43.488333,-19.556389
BHCB*,19870,Cambessedesia hilariana,-43.6697006225586,-19.8799991607666
